"","Source","Region","Year","Month","CPUE","Count","Season"
"899","EDSM","Suisun Marsh",2020,10,0,0,"Fall"
"900","EDSM","Suisun Marsh",2020,11,3.22673824198823e-06,1,"Fall"
"901","EDSM","Suisun Marsh",2020,12,0,0,"Fall"
"902","EDSM","Suisun Marsh",2021,1,0,0,"Spring"
"903","EDSM","Suisun Marsh",2021,2,0,0,"Spring"
"904","EDSM","Suisun Marsh",2021,3,2.38464268936997e-05,1,"Spring"
"905","EDSM","Suisun Marsh",2021,4,0,0,"Spring"
"906","EDSM","Suisun Marsh",2021,5,0,0,"Spring"
"907","EDSM","Suisun Marsh",2021,6,0,0,"Summer"
"908","EDSM","Suisun Marsh",2021,7,0,0,"Summer"
"909","EDSM","Suisun Marsh",2021,8,0,0,"Summer"
"910","EDSM","Suisun Marsh",2021,9,0,0,"Fall"
"911","EDSM","Suisun Marsh",2021,10,0,0,"Fall"
"912","EDSM","Suisun Marsh",2021,11,0,0,"Fall"
"913","EDSM","Suisun Marsh",2021,12,0,0,"Fall"
"914","EDSM","Suisun Marsh",2022,1,7.82073873919311e-06,1,"Spring"
"915","EDSM","Suisun Marsh",2022,2,6.63747837607839e-05,6,"Spring"
"916","EDSM","Suisun Marsh",2022,3,2.54616249540234e-05,4,"Spring"
"917","EDSM","Suisun Marsh",2022,4,0,0,"Spring"
"918","EDSM","Suisun Marsh",2022,5,0,0,"Spring"
"919","EDSM","Suisun Marsh",2022,6,0,0,"Summer"
"920","EDSM","Suisun Marsh",2022,7,0,0,"Summer"
"921","EDSM","Suisun Marsh",2022,8,0,0,"Summer"
"922","EDSM","Suisun Marsh",2022,9,0,0,"Fall"
"923","EDSM","Suisun Marsh",2022,10,0,0,"Fall"
"924","EDSM","Suisun Marsh",2022,11,0,0,"Fall"
"925","EDSM",NA,2016,12,0.000113392611397766,23,"Fall"
"926","EDSM",NA,2017,1,6.40535566960944e-05,39,"Spring"
"927","EDSM",NA,2017,2,1.03931785492476e-05,17,"Spring"
"928","EDSM",NA,2017,3,5.22028337579767e-06,15,"Spring"
"929","EDSM",NA,2017,4,0,0,"Spring"
"930","EDSM",NA,2017,5,7.64227025035173e-05,10,"Spring"
"931","EDSM",NA,2017,6,4.09179188157987e-05,20,"Summer"
"932","EDSM",NA,2017,7,0.000387925894866566,217,"Summer"
"933","EDSM",NA,2017,8,4.46561077536714e-05,29,"Summer"
"934","EDSM",NA,2017,9,2.82631908971548e-05,32,"Fall"
"935","EDSM",NA,2017,10,3.82399693287663e-06,4,"Fall"
"936","EDSM",NA,2017,11,7.86730570140753e-07,1,"Fall"
"937","EDSM",NA,2017,12,1.15082442302854e-06,1,"Fall"
"938","EDSM",NA,2018,1,2.66156782165996e-06,2,"Spring"
"939","EDSM",NA,2018,2,1.24725897573021e-06,1,"Spring"
"940","EDSM",NA,2018,3,2.36101848730572e-06,2,"Spring"
"941","EDSM",NA,2018,6,1.17148162340457e-05,1,"Summer"
"942","EDSM",NA,2018,7,1.05066397641331e-05,14,"Summer"
"943","EDSM",NA,2018,8,1.35113513079378e-05,15,"Summer"
"944","EDSM",NA,2018,9,3.29712884831507e-05,38,"Fall"
"945","EDSM",NA,2018,10,1.60936718052504e-05,26,"Fall"
"946","EDSM",NA,2018,11,7.40712654098666e-06,7,"Fall"
"947","EDSM",NA,2018,12,6.41272172486393e-06,9,"Fall"
"948","EDSM",NA,2019,1,5.55838974839957e-06,10,"Spring"
"949","EDSM",NA,2019,2,3.73366995992982e-06,5,"Spring"
"950","EDSM",NA,2019,3,0,0,"Spring"
"951","EDSM",NA,2019,6,2.52888854597929e-05,4,"Summer"
"952","EDSM",NA,2019,7,6.42863710679836e-05,92,"Summer"
"953","EDSM",NA,2019,8,4.76156627402458e-06,6,"Summer"
"954","EDSM",NA,2019,9,3.96216762946247e-06,5,"Fall"
"955","EDSM",NA,2019,10,2.52274118405305e-06,4,"Fall"
"956","EDSM",NA,2019,11,0,0,"Fall"
"957","EDSM",NA,2019,12,2.22439372021947e-06,3,"Fall"
"958","EDSM",NA,2020,1,0,0,"Spring"
"959","EDSM",NA,2020,2,5.51013880351523e-07,1,"Spring"
"960","EDSM",NA,2020,3,1.42657290336286e-06,2,"Spring"
"961","EDSM",NA,2020,4,5.36907025163998e-05,12,"Spring"
"962","EDSM",NA,2020,5,5.98356459026336e-05,14,"Spring"
"963","EDSM",NA,2020,6,4.84449192377075e-06,1,"Summer"
"964","EDSM",NA,2020,7,6.71735444627431e-06,10,"Summer"
"965","EDSM",NA,2020,8,3.54131558403518e-06,3,"Summer"
"966","EDSM",NA,2020,9,0,0,"Fall"
"967","EDSM",NA,2020,10,0,0,"Fall"
"968","EDSM",NA,2020,11,0,0,"Fall"
"969","EDSM",NA,2020,12,0,0,"Fall"
"970","EDSM",NA,2021,1,2.67775833971149e-06,2,"Spring"
"971","EDSM",NA,2021,2,0,0,"Spring"
"972","EDSM",NA,2021,3,0,0,"Spring"
"973","EDSM",NA,2021,4,2.96288543752843e-05,5,"Spring"
"974","EDSM",NA,2021,5,3.96563149917772e-05,7,"Spring"
"975","EDSM",NA,2021,6,0,0,"Summer"
"976","EDSM",NA,2021,7,0,0,"Summer"
"977","EDSM",NA,2021,8,9.75374565471382e-07,1,"Summer"
"978","EDSM",NA,2021,9,0,0,"Fall"
"979","EDSM",NA,2021,10,0,0,"Fall"
"980","EDSM",NA,2021,11,0,0,"Fall"
"981","EDSM",NA,2021,12,8.17906596527046e-07,1,"Fall"
"982","EDSM",NA,2022,1,3.31056886436135e-06,4,"Spring"
"983","EDSM",NA,2022,2,4.27197237959183e-06,5,"Spring"
"984","EDSM",NA,2022,3,9.81819218332329e-06,18,"Spring"
"985","EDSM",NA,2022,4,3.89352647424445e-05,8,"Spring"
"986","EDSM",NA,2022,5,4.58407289619928e-05,9,"Spring"
"987","EDSM",NA,2022,6,9.42548494927916e-06,2,"Summer"
"988","EDSM",NA,2022,7,0,0,"Summer"
"989","EDSM",NA,2022,8,1.25378347851834e-06,2,"Summer"
"990","EDSM",NA,2022,9,0,0,"Fall"
"991","EDSM",NA,2022,10,0,0,"Fall"
"992","EDSM",NA,2022,11,0,0,"Fall"
"993","FMWT","Grizzly Bay",2010,9,0,0,"Fall"
"994","FMWT","Grizzly Bay",2010,10,0,0,"Fall"
"995","FMWT","Grizzly Bay",2010,11,0,0,"Fall"
"996","FMWT","Grizzly Bay",2010,12,0.000185017925862311,2,"Fall"
"997","FMWT","Grizzly Bay",2011,9,0,0,"Fall"
"998","FMWT","Grizzly Bay",2011,10,7.53205419958765e-05,1,"Fall"
"999","FMWT","Grizzly Bay",2011,11,0,0,"Fall"
"1000","FMWT","Grizzly Bay",2011,12,0,0,"Fall"
"1001","FMWT","Grizzly Bay",2012,9,0,0,"Fall"
"1002","FMWT","Grizzly Bay",2012,10,0,0,"Fall"
"1003","FMWT","Grizzly Bay",2012,11,0,0,"Fall"
"1004","FMWT","Grizzly Bay",2012,12,0.000104700541489632,1,"Fall"
"1005","FMWT","Grizzly Bay",2013,9,0,0,"Fall"
"1006","FMWT","Grizzly Bay",2013,10,0,0,"Fall"
"1007","FMWT","Grizzly Bay",2013,11,0,0,"Fall"
"1008","FMWT","Grizzly Bay",2013,12,7.29814928928109e-05,1,"Fall"
"1009","FMWT","Grizzly Bay",2014,9,6.81910361189975e-05,1,"Fall"
"1010","FMWT","Grizzly Bay",2014,10,0,0,"Fall"
"1011","FMWT","Grizzly Bay",2014,11,0,0,"Fall"
"1012","FMWT","Grizzly Bay",2014,12,0,0,"Fall"
"1013","FMWT","Grizzly Bay",2015,9,0,0,"Fall"
"1014","FMWT","Grizzly Bay",2015,10,0,0,"Fall"
"1015","FMWT","Grizzly Bay",2015,11,0,0,"Fall"
"1016","FMWT","Grizzly Bay",2015,12,0,0,"Fall"
"1017","FMWT","Grizzly Bay",2016,9,0,0,"Fall"
"1018","FMWT","Grizzly Bay",2016,10,0,0,"Fall"
"1019","FMWT","Grizzly Bay",2016,11,0,0,"Fall"
"1020","FMWT","Grizzly Bay",2016,12,0,0,"Fall"
"1021","FMWT","Grizzly Bay",2017,9,0,0,"Fall"
"1022","FMWT","Grizzly Bay",2017,10,0,0,"Fall"
"1023","FMWT","Grizzly Bay",2017,11,0,0,"Fall"
"1024","FMWT","Grizzly Bay",2017,12,0,0,"Fall"
"1025","FMWT","Grizzly Bay",2018,9,0,0,"Fall"
"1026","FMWT","Grizzly Bay",2018,10,0,0,"Fall"
"1027","FMWT","Grizzly Bay",2018,11,0,0,"Fall"
"1028","FMWT","Grizzly Bay",2018,12,0,0,"Fall"
"1029","FMWT","Grizzly Bay",2019,9,0,0,"Fall"
"1030","FMWT","Grizzly Bay",2019,10,0,0,"Fall"
"1031","FMWT","Grizzly Bay",2019,11,0,0,"Fall"
"1032","FMWT","Grizzly Bay",2019,12,0,0,"Fall"
"1033","FMWT","Grizzly Bay",2020,9,0,0,"Fall"
"1034","FMWT","Grizzly Bay",2020,10,0,0,"Fall"
"1035","FMWT","Grizzly Bay",2020,11,0,0,"Fall"
"1036","FMWT","Grizzly Bay",2020,12,0,0,"Fall"
"1037","FMWT","Grizzly Bay",2021,9,0,0,"Fall"
"1038","FMWT","Grizzly Bay",2021,10,0,0,"Fall"
"1039","FMWT","Grizzly Bay",2021,11,0,0,"Fall"
"1040","FMWT","Grizzly Bay",2021,12,0,0,"Fall"
"1041","FMWT","Grizzly Bay",2022,9,0,0,"Fall"
"1042","FMWT","Grizzly Bay",2022,10,0,0,"Fall"
"1043","FMWT","Grizzly Bay",2022,11,0,0,"Fall"
"1044","FMWT","Grizzly Bay",2022,12,0,0,"Fall"
"1045","FMWT","Grizzly Bay",2023,9,0,0,"Fall"
"1046","FMWT","Grizzly Bay",2023,10,0,0,"Fall"
"1047","FMWT","Grizzly Bay",2023,11,0,0,"Fall"
"1048","FMWT","Grizzly Bay",2023,12,0,0,"Fall"
"1049","FMWT","River",2010,9,1.75063015315361e-05,1,"Fall"
"1050","FMWT","River",2010,10,0.000237380283941096,10,"Fall"
"1051","FMWT","River",2010,11,0,0,"Fall"
"1052","FMWT","River",2010,12,0,0,"Fall"
"1053","FMWT","River",2011,9,0,0,"Fall"
"1054","FMWT","River",2011,10,0,0,"Fall"
"1055","FMWT","River",2011,11,0.00011202277390831,6,"Fall"
"1056","FMWT","River",2011,12,0.00296818507476851,150,"Fall"
"1057","FMWT","River",2012,9,0,0,"Fall"
"1058","FMWT","River",2012,10,0.000233586414252252,12,"Fall"
"1059","FMWT","River",2012,11,0.000205239740370407,10,"Fall"
"1060","FMWT","River",2012,12,0,0,"Fall"
"1061","FMWT","River",2013,9,1.96283972250879e-05,1,"Fall"
"1062","FMWT","River",2013,10,4.20367078392358e-05,2,"Fall"
"1063","FMWT","River",2013,11,4.46338396445172e-05,2,"Fall"
"1064","FMWT","River",2013,12,3.97579621636899e-05,2,"Fall"
"1065","FMWT","River",2014,9,5.76584846375463e-05,3,"Fall"
"1066","FMWT","River",2014,10,6.01582325102708e-05,3,"Fall"
"1067","FMWT","River",2014,11,0,0,"Fall"
"1068","FMWT","River",2014,12,0,0,"Fall"
"1069","FMWT","River",2015,9,7.22587008087315e-05,4,"Fall"
"1070","FMWT","River",2015,10,0,0,"Fall"
"1071","FMWT","River",2015,11,0,0,"Fall"
"1072","FMWT","River",2015,12,2.57088623570521e-05,1,"Fall"
"1073","FMWT","River",2016,9,0,0,"Fall"
"1074","FMWT","River",2016,10,0,0,"Fall"
"1075","FMWT","River",2016,11,0.000145222449090157,7,"Fall"
"1076","FMWT","River",2016,12,0,0,"Fall"
"1077","FMWT","River",2017,9,0,0,"Fall"
"1078","FMWT","River",2017,10,1.88999184278954e-05,1,"Fall"
"1079","FMWT","River",2017,11,0,0,"Fall"
"1080","FMWT","River",2017,12,0,0,"Fall"
"1081","FMWT","River",2018,9,0,0,"Fall"
"1082","FMWT","River",2018,10,0,0,"Fall"
"1083","FMWT","River",2018,11,0,0,"Fall"
"1084","FMWT","River",2018,12,0,0,"Fall"
"1085","FMWT","River",2019,9,0,0,"Fall"
"1086","FMWT","River",2019,10,0,0,"Fall"
"1087","FMWT","River",2019,11,0,0,"Fall"
"1088","FMWT","River",2019,12,0,0,"Fall"
"1089","FMWT","River",2020,9,0,0,"Fall"
"1090","FMWT","River",2020,10,0,0,"Fall"
"1091","FMWT","River",2020,11,0,0,"Fall"
"1092","FMWT","River",2020,12,0,0,"Fall"
"1093","FMWT","River",2021,9,0,0,"Fall"
"1094","FMWT","River",2021,10,0,0,"Fall"
"1095","FMWT","River",2021,11,0,0,"Fall"
"1096","FMWT","River",2021,12,0,0,"Fall"
"1097","FMWT","River",2022,9,0,0,"Fall"
"1098","FMWT","River",2022,10,0,0,"Fall"
"1099","FMWT","River",2022,11,0,0,"Fall"
"1100","FMWT","River",2022,12,0,0,"Fall"
"1101","FMWT","River",2023,9,0,0,"Fall"
"1102","FMWT","River",2023,10,0,0,"Fall"
"1103","FMWT","River",2023,11,0,0,"Fall"
"1104","FMWT","River",2023,12,0,0,"Fall"
"1105","FMWT","Suisun Bay",2010,9,2.3055363535301e-05,2,"Fall"
"1106","FMWT","Suisun Bay",2010,10,0,0,"Fall"
"1107","FMWT","Suisun Bay",2010,11,0,0,"Fall"
"1108","FMWT","Suisun Bay",2010,12,0.000118678960383343,8,"Fall"
"1109","FMWT","Suisun Bay",2011,9,0.000400686331452283,33,"Fall"
"1110","FMWT","Suisun Bay",2011,10,0.00051692730260823,36,"Fall"
"1111","FMWT","Suisun Bay",2011,11,5.52675885131316e-05,4,"Fall"
"1112","FMWT","Suisun Bay",2011,12,0.000245760972507215,20,"Fall"
"1113","FMWT","Suisun Bay",2012,9,0,0,"Fall"
"1114","FMWT","Suisun Bay",2012,10,0,0,"Fall"
"1115","FMWT","Suisun Bay",2012,11,0,0,"Fall"
"1116","FMWT","Suisun Bay",2012,12,0.00010440868288472,6,"Fall"
"1117","FMWT","Suisun Bay",2013,9,2.70334599318021e-05,2,"Fall"
"1118","FMWT","Suisun Bay",2013,10,0,0,"Fall"
"1119","FMWT","Suisun Bay",2013,11,0,0,"Fall"
"1120","FMWT","Suisun Bay",2013,12,3.95111217313918e-05,3,"Fall"
"1121","FMWT","Suisun Bay",2014,9,0,0,"Fall"
"1122","FMWT","Suisun Bay",2014,10,0,0,"Fall"
"1123","FMWT","Suisun Bay",2014,11,0,0,"Fall"
"1124","FMWT","Suisun Bay",2014,12,0,0,"Fall"
"1125","FMWT","Suisun Bay",2015,9,0,0,"Fall"
"1126","FMWT","Suisun Bay",2015,10,0,0,"Fall"
"1127","FMWT","Suisun Bay",2015,11,0,0,"Fall"
"1128","FMWT","Suisun Bay",2015,12,0,0,"Fall"
"1129","FMWT","Suisun Bay",2016,9,0,0,"Fall"
"1130","FMWT","Suisun Bay",2016,10,0,0,"Fall"
"1131","FMWT","Suisun Bay",2016,11,0,0,"Fall"
"1132","FMWT","Suisun Bay",2016,12,0,0,"Fall"
"1133","FMWT","Suisun Bay",2017,9,0,0,"Fall"
"1134","FMWT","Suisun Bay",2017,10,1.13392732759078e-05,1,"Fall"
"1135","FMWT","Suisun Bay",2017,11,0,0,"Fall"
"1136","FMWT","Suisun Bay",2017,12,0,0,"Fall"
"1137","FMWT","Suisun Bay",2018,9,0,0,"Fall"
"1138","FMWT","Suisun Bay",2018,10,0,0,"Fall"
"1139","FMWT","Suisun Bay",2018,11,0,0,"Fall"
"1140","FMWT","Suisun Bay",2018,12,0,0,"Fall"
"1141","FMWT","Suisun Bay",2019,9,0,0,"Fall"
"1142","FMWT","Suisun Bay",2019,10,0,0,"Fall"
"1143","FMWT","Suisun Bay",2019,11,0,0,"Fall"
"1144","FMWT","Suisun Bay",2019,12,0,0,"Fall"
"1145","FMWT","Suisun Bay",2020,9,0,0,"Fall"
"1146","FMWT","Suisun Bay",2020,10,0,0,"Fall"
"1147","FMWT","Suisun Bay",2020,11,0,0,"Fall"
"1148","FMWT","Suisun Bay",2020,12,0,0,"Fall"
"1149","FMWT","Suisun Bay",2021,9,0,0,"Fall"
"1150","FMWT","Suisun Bay",2021,10,0,0,"Fall"
"1151","FMWT","Suisun Bay",2021,11,0,0,"Fall"
"1152","FMWT","Suisun Bay",2021,12,0,0,"Fall"
"1153","FMWT","Suisun Bay",2022,9,0,0,"Fall"
"1154","FMWT","Suisun Bay",2022,10,0,0,"Fall"
"1155","FMWT","Suisun Bay",2022,11,0,0,"Fall"
"1156","FMWT","Suisun Bay",2022,12,0,0,"Fall"
"1157","FMWT","Suisun Bay",2023,9,0,0,"Fall"
"1158","FMWT","Suisun Bay",2023,10,0,0,"Fall"
"1159","FMWT","Suisun Bay",2023,11,0,0,"Fall"
"1160","FMWT","Suisun Bay",2023,12,0,0,"Fall"
"1161","FMWT","Suisun Marsh",2010,9,0,0,"Fall"
"1162","FMWT","Suisun Marsh",2010,10,0,0,"Fall"
"1163","FMWT","Suisun Marsh",2010,11,0,0,"Fall"
"1164","FMWT","Suisun Marsh",2010,12,0.000100027884461186,2,"Fall"
"1165","FMWT","Suisun Marsh",2011,9,0,0,"Fall"
"1166","FMWT","Suisun Marsh",2011,10,0,0,"Fall"
"1167","FMWT","Suisun Marsh",2011,11,0.000456882091777741,10,"Fall"
"1168","FMWT","Suisun Marsh",2011,12,0.000589459535088381,13,"Fall"
"1169","FMWT","Suisun Marsh",2012,9,0,0,"Fall"
"1170","FMWT","Suisun Marsh",2012,10,0,0,"Fall"
"1171","FMWT","Suisun Marsh",2012,11,0,0,"Fall"
"1172","FMWT","Suisun Marsh",2012,12,0,0,"Fall"
"1173","FMWT","Suisun Marsh",2013,9,0,0,"Fall"
"1174","FMWT","Suisun Marsh",2013,10,0,0,"Fall"
"1175","FMWT","Suisun Marsh",2013,11,0,0,"Fall"
"1176","FMWT","Suisun Marsh",2013,12,5.08085776014606e-05,1,"Fall"
"1177","FMWT","Suisun Marsh",2014,9,0,0,"Fall"
"1178","FMWT","Suisun Marsh",2014,10,0,0,"Fall"
"1179","FMWT","Suisun Marsh",2014,11,0,0,"Fall"
"1180","FMWT","Suisun Marsh",2014,12,0,0,"Fall"
"1181","FMWT","Suisun Marsh",2015,9,0,0,"Fall"
"1182","FMWT","Suisun Marsh",2015,10,0,0,"Fall"
"1183","FMWT","Suisun Marsh",2015,11,0,0,"Fall"
"1184","FMWT","Suisun Marsh",2015,12,5.17058926723789e-05,1,"Fall"
"1185","FMWT","Suisun Marsh",2016,9,0,0,"Fall"
"1186","FMWT","Suisun Marsh",2016,10,0,0,"Fall"
"1187","FMWT","Suisun Marsh",2016,11,0,0,"Fall"
"1188","FMWT","Suisun Marsh",2016,12,0,0,"Fall"
"1189","FMWT","Suisun Marsh",2017,9,0,0,"Fall"
"1190","FMWT","Suisun Marsh",2017,10,0,0,"Fall"
"1191","FMWT","Suisun Marsh",2017,11,0,0,"Fall"
"1192","FMWT","Suisun Marsh",2017,12,0,0,"Fall"
"1193","FMWT","Suisun Marsh",2018,9,0,0,"Fall"
"1194","FMWT","Suisun Marsh",2018,10,0,0,"Fall"
"1195","FMWT","Suisun Marsh",2018,11,0,0,"Fall"
"1196","FMWT","Suisun Marsh",2018,12,0,0,"Fall"
"1197","FMWT","Suisun Marsh",2019,9,0,0,"Fall"
"1198","FMWT","Suisun Marsh",2019,10,0,0,"Fall"
"1199","FMWT","Suisun Marsh",2019,11,0,0,"Fall"
"1200","FMWT","Suisun Marsh",2019,12,0,0,"Fall"
"1201","FMWT","Suisun Marsh",2020,9,0,0,"Fall"
"1202","FMWT","Suisun Marsh",2020,10,0,0,"Fall"
"1203","FMWT","Suisun Marsh",2020,11,0,0,"Fall"
"1204","FMWT","Suisun Marsh",2020,12,0,0,"Fall"
"1205","FMWT","Suisun Marsh",2021,9,0,0,"Fall"
"1206","FMWT","Suisun Marsh",2021,10,0,0,"Fall"
"1207","FMWT","Suisun Marsh",2021,11,0,0,"Fall"
"1208","FMWT","Suisun Marsh",2021,12,0,0,"Fall"
"1209","FMWT","Suisun Marsh",2022,9,0,0,"Fall"
"1210","FMWT","Suisun Marsh",2022,10,0,0,"Fall"
"1211","FMWT","Suisun Marsh",2022,11,0,0,"Fall"
"1212","FMWT","Suisun Marsh",2022,12,0,0,"Fall"
"1213","FMWT","Suisun Marsh",2023,9,0,0,"Fall"
"1214","FMWT","Suisun Marsh",2023,10,0,0,"Fall"
"1215","FMWT","Suisun Marsh",2023,11,0,0,"Fall"
"1216","FMWT","Suisun Marsh",2023,12,0,0,"Fall"
"1217","FMWT",NA,2010,9,2.15028281524546e-05,11,"Fall"
"1218","FMWT",NA,2010,10,1.22075391908632e-05,6,"Fall"
"1219","FMWT",NA,2010,11,0,0,"Fall"
"1220","FMWT",NA,2010,12,1.32286849416586e-05,7,"Fall"
"1221","FMWT",NA,2011,9,1.75413742948648e-05,9,"Fall"
"1222","FMWT",NA,2011,10,3.17746788618804e-05,15,"Fall"
"1223","FMWT",NA,2011,11,4.08841089152078e-05,20,"Fall"
"1224","FMWT",NA,2011,12,2.7613870249712e-05,13,"Fall"
"1225","FMWT",NA,2012,9,0,0,"Fall"
"1226","FMWT",NA,2012,10,1.96229613908839e-05,10,"Fall"
"1227","FMWT",NA,2012,11,7.29927955908771e-06,3,"Fall"
"1228","FMWT",NA,2012,12,1.020155211701e-05,4,"Fall"
"1229","FMWT",NA,2013,9,2.29913339301405e-06,1,"Fall"
"1230","FMWT",NA,2013,10,2.408257225173e-06,1,"Fall"
"1231","FMWT",NA,2013,11,5.18566027550126e-06,2,"Fall"
"1232","FMWT",NA,2013,12,5.25735757780083e-06,2,"Fall"
"1233","FMWT",NA,2014,9,2.36694639712167e-06,1,"Fall"
"1234","FMWT",NA,2014,10,0,0,"Fall"
"1235","FMWT",NA,2014,11,0,0,"Fall"
"1236","FMWT",NA,2014,12,7.47326930010008e-06,3,"Fall"
"1237","FMWT",NA,2015,8,0,0,"Summer"
"1238","FMWT",NA,2015,9,0,0,"Fall"
"1239","FMWT",NA,2015,10,2.45654929113187e-06,1,"Fall"
"1240","FMWT",NA,2015,11,0,0,"Fall"
"1241","FMWT",NA,2015,12,0,0,"Fall"
"1242","FMWT",NA,2016,9,0,0,"Fall"
"1243","FMWT",NA,2016,10,0,0,"Fall"
"1244","FMWT",NA,2016,11,0,0,"Fall"
"1245","FMWT",NA,2016,12,0,0,"Fall"
"1246","FMWT",NA,2017,9,0,0,"Fall"
"1247","FMWT",NA,2017,10,0,0,"Fall"
"1248","FMWT",NA,2017,11,0,0,"Fall"
"1249","FMWT",NA,2017,12,0,0,"Fall"
"1250","FMWT",NA,2018,9,0,0,"Fall"
"1251","FMWT",NA,2018,10,0,0,"Fall"
"1252","FMWT",NA,2018,11,0,0,"Fall"
"1253","FMWT",NA,2018,12,0,0,"Fall"
"1254","FMWT",NA,2019,9,0,0,"Fall"
"1255","FMWT",NA,2019,10,0,0,"Fall"
"1256","FMWT",NA,2019,11,0,0,"Fall"
"1257","FMWT",NA,2019,12,0,0,"Fall"
"1258","FMWT",NA,2020,9,0,0,"Fall"
"1259","FMWT",NA,2020,10,0,0,"Fall"
"1260","FMWT",NA,2020,11,0,0,"Fall"
"1261","FMWT",NA,2020,12,0,0,"Fall"
"1262","FMWT",NA,2021,9,0,0,"Fall"
"1263","FMWT",NA,2021,10,0,0,"Fall"
"1264","FMWT",NA,2021,11,0,0,"Fall"
"1265","FMWT",NA,2021,12,0,0,"Fall"
"1266","FMWT",NA,2022,9,0,0,"Fall"
"1267","FMWT",NA,2022,10,0,0,"Fall"
"1268","FMWT",NA,2022,11,0,0,"Fall"
"1269","FMWT",NA,2022,12,0,0,"Fall"
"1270","FMWT",NA,2023,9,0,0,"Fall"
"1271","FMWT",NA,2023,10,0,0,"Fall"
"1272","FMWT",NA,2023,11,0,0,"Fall"
"1273","FMWT",NA,2023,12,0,0,"Fall"
"1274","SKT","Grizzly Bay",2010,1,0.00015489979292237,1,"Spring"
"1275","SKT","Grizzly Bay",2010,2,0,0,"Spring"
"1276","SKT","Grizzly Bay",2010,3,0,0,"Spring"
"1277","SKT","Grizzly Bay",2010,4,0,0,"Spring"
"1278","SKT","Grizzly Bay",2010,5,0,0,"Spring"
"1279","SKT","Grizzly Bay",2011,1,0.000126892271616218,1,"Spring"
"1280","SKT","Grizzly Bay",2011,2,0.00011872571363344,1,"Spring"
"1281","SKT","Grizzly Bay",2011,3,0.000119331186092696,1,"Spring"
"1282","SKT","Grizzly Bay",2011,4,0.000419043998573008,4,"Spring"
"1283","SKT","Grizzly Bay",2011,5,0.000244648904839375,2,"Spring"
"1284","SKT","Grizzly Bay",2012,1,0,0,"Spring"
"1285","SKT","Grizzly Bay",2012,2,0,0,"Spring"
"1286","SKT","Grizzly Bay",2012,4,0.00288520177926272,18,"Spring"
"1287","SKT","Grizzly Bay",2012,5,0.00043033921282794,3,"Spring"
"1288","SKT","Grizzly Bay",2013,1,0.000381293501131522,3,"Spring"
"1289","SKT","Grizzly Bay",2013,2,0,0,"Spring"
"1290","SKT","Grizzly Bay",2013,3,0,0,"Spring"
"1291","SKT","Grizzly Bay",2013,4,0,0,"Spring"
"1292","SKT","Grizzly Bay",2013,5,0,0,"Spring"
"1293","SKT","Grizzly Bay",2014,1,0,0,"Spring"
"1294","SKT","Grizzly Bay",2014,2,0,0,"Spring"
"1295","SKT","Grizzly Bay",2014,3,0,0,"Spring"
"1296","SKT","Grizzly Bay",2014,4,0,0,"Spring"
"1297","SKT","Grizzly Bay",2014,5,0,0,"Spring"
"1298","SKT","Grizzly Bay",2014,12,0.000141784274153084,1,"Fall"
"1299","SKT","Grizzly Bay",2015,1,0,0,"Spring"
"1300","SKT","Grizzly Bay",2015,2,0,0,"Spring"
"1301","SKT","Grizzly Bay",2015,3,0,0,"Spring"
"1302","SKT","Grizzly Bay",2015,4,0,0,"Spring"
"1303","SKT","Grizzly Bay",2015,5,0,0,"Spring"
"1304","SKT","Grizzly Bay",2015,12,0,0,"Fall"
"1305","SKT","Grizzly Bay",2016,1,0,0,"Spring"
"1306","SKT","Grizzly Bay",2016,2,0,0,"Spring"
"1307","SKT","Grizzly Bay",2016,3,0,0,"Spring"
"1308","SKT","Grizzly Bay",2016,4,0,0,"Spring"
"1309","SKT","Grizzly Bay",2016,5,0,0,"Spring"
"1310","SKT","Grizzly Bay",2016,12,0,0,"Fall"
"1311","SKT","Grizzly Bay",2017,1,0,0,"Spring"
"1312","SKT","Grizzly Bay",2017,2,0,0,"Spring"
"1313","SKT","Grizzly Bay",2017,3,0,0,"Spring"
"1314","SKT","Grizzly Bay",2017,4,0,0,"Spring"
"1315","SKT","Grizzly Bay",2017,5,0,0,"Spring"
"1316","SKT","Grizzly Bay",2017,12,0,0,"Fall"
"1317","SKT","Grizzly Bay",2018,1,0,0,"Spring"
"1318","SKT","Grizzly Bay",2018,2,0,0,"Spring"
"1319","SKT","Grizzly Bay",2018,3,0,0,"Spring"
"1320","SKT","Grizzly Bay",2018,4,0,0,"Spring"
"1321","SKT","Grizzly Bay",2018,5,0,0,"Spring"
"1322","SKT","Grizzly Bay",2018,12,0,0,"Fall"
"1323","SKT","Grizzly Bay",2019,1,0,0,"Spring"
"1324","SKT","Grizzly Bay",2019,2,0,0,"Spring"
"1325","SKT","Grizzly Bay",2019,3,0,0,"Spring"
"1326","SKT","Grizzly Bay",2019,4,0,0,"Spring"
"1327","SKT","Grizzly Bay",2019,5,0,0,"Spring"
"1328","SKT","Grizzly Bay",2019,12,0,0,"Fall"
"1329","SKT","Grizzly Bay",2020,1,0,0,"Spring"
"1330","SKT","Grizzly Bay",2020,2,0,0,"Spring"
"1331","SKT","Grizzly Bay",2020,3,0,0,"Spring"
"1332","SKT","Grizzly Bay",2021,1,0,0,"Spring"
